alert_id,created_at,alert_type,severity,title,description,entity_type,entity_id,threshold_value,actual_value,status,assigned_to,resolved_at,resolution_notes,auto_generated,escalation_level,related_alerts
ALT-009210,2018-04-24T11:00:00Z,Risk score spike,Critical,Risk score spike detected for SUP-0028,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0028,52.25,38.14,open,USR-0078,,,true,2,[]
ALT-009211,2020-01-31T19:00:00Z,Stock overstock,Low,Stock overstock detected for INV-AU-LIT,Automated monitoring threshold exceeded; review recommended.,inventory,INV-AU-LIT,77.81,67.96,open,USR-0056,,,true,2,[]
ALT-009212,2022-04-24T01:00:00Z,Risk score spike,Critical,Risk score spike detected for SUP-0101,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0101,96.49,119.74,resolved,USR-0026,2022-05-07T12:00:00Z,Supplier contacted and mitigation recorded,true,1,[]
ALT-009213,2023-08-02T13:00:00Z,Demand surge,High,Demand surge detected for PO-103433,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-103433,15.33,100.08,resolved,USR-0004,2023-08-13T12:00:00Z,Supplier contacted and mitigation recorded,true,1,[]
ALT-009214,2024-05-24T03:00:00Z,Anomaly detected,High,Anomaly detected detected for PO-130576,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-130576,81.2,62.06,open,USR-0055,,,true,3,[]
ALT-009215,2016-03-16T14:00:00Z,Supplier delay,High,Supplier delay detected for SUP-0024,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0024,56.77,62.35,resolved,USR-0035,2016-03-25T12:00:00Z,Supplier contacted and mitigation recorded,true,2,[]
ALT-009216,2020-05-08T23:00:00Z,Stock overstock,Low,Stock overstock detected for INV-PL-SEM,Automated monitoring threshold exceeded; review recommended.,inventory,INV-PL-SEM,69.1,105.58,resolved,USR-0083,2020-05-30T12:00:00Z,Supplier contacted and mitigation recorded,true,1,[]
ALT-009217,2020-06-04T11:00:00Z,Supplier delay,High,Supplier delay detected for SUP-0136,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0136,71.11,120.4,resolved,USR-0078,2020-06-25T12:00:00Z,Supplier contacted and mitigation recorded,true,0,[]
ALT-009218,2024-06-03T04:00:00Z,Demand surge,High,Demand surge detected for PO-107779,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-107779,22.15,69.24,resolved,USR-0057,2024-06-27T12:00:00Z,Supplier contacted and mitigation recorded,true,0,[]
ALT-009219,2017-06-23T07:00:00Z,Payment overdue,Medium,Payment overdue detected for CUS-0133,Automated monitoring threshold exceeded; review recommended.,customer,CUS-0133,17.92,73.55,open,USR-0060,,,true,2,[]
ALT-009220,2019-08-20T17:00:00Z,Demand surge,High,Demand surge detected for PO-101024,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-101024,59.68,137.7,resolved,USR-0058,2019-09-19T12:00:00Z,Supplier contacted and mitigation recorded,true,1,[]
ALT-009221,2018-11-24T05:00:00Z,Payment overdue,Medium,Payment overdue detected for CUS-0209,Automated monitoring threshold exceeded; review recommended.,customer,CUS-0209,84.02,123.16,resolved,USR-0011,2018-12-16T12:00:00Z,Supplier contacted and mitigation recorded,true,0,[]
ALT-009222,2022-06-22T22:00:00Z,Demand surge,High,Demand surge detected for PO-122111,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-122111,56.33,92.18,resolved,USR-0074,2022-07-03T12:00:00Z,Supplier contacted and mitigation recorded,true,1,[]
ALT-009223,2022-02-15T15:00:00Z,Stock low,Medium,Stock low detected for INV-MX-RBR,Automated monitoring threshold exceeded; review recommended.,inventory,INV-MX-RBR,46.54,17.45,open,USR-0017,,,true,0,[]
ALT-009224,2019-05-10T17:00:00Z,Risk score spike,Critical,Risk score spike detected for SUP-0111,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0111,67.66,89.82,resolved,USR-0017,2019-05-12T12:00:00Z,Supplier contacted and mitigation recorded,true,2,[]
ALT-009225,2022-02-18T19:00:00Z,Quality failure,Critical,Quality failure detected for SUP-0166,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0166,68.45,43.21,resolved,USR-0029,2022-02-19T12:00:00Z,Supplier contacted and mitigation recorded,true,1,[]
ALT-009226,2018-05-02T11:00:00Z,Risk score spike,Critical,Risk score spike detected for SUP-0147,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0147,39.94,108.45,resolved,USR-0084,2018-05-09T12:00:00Z,Supplier contacted and mitigation recorded,true,0,[]
ALT-009227,2024-11-19T16:00:00Z,Payment overdue,Medium,Payment overdue detected for CUS-0317,Automated monitoring threshold exceeded; review recommended.,customer,CUS-0317,21.94,113.43,resolved,USR-0041,2024-12-13T12:00:00Z,Supplier contacted and mitigation recorded,true,0,[]
ALT-009228,2023-11-03T17:00:00Z,Anomaly detected,High,Anomaly detected detected for PO-140569,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-140569,18.05,18.67,resolved,USR-0028,2023-12-01T12:00:00Z,Supplier contacted and mitigation recorded,true,1,[]
ALT-009229,2021-09-09T08:00:00Z,Quality failure,Critical,Quality failure detected for SUP-0170,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0170,81.12,30.41,resolved,USR-0051,2021-09-13T12:00:00Z,Supplier contacted and mitigation recorded,true,0,[]
ALT-009230,2021-12-17T22:00:00Z,Risk score spike,Critical,Risk score spike detected for SUP-0149,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0149,79.04,22.82,resolved,USR-0018,2022-01-06T12:00:00Z,Supplier contacted and mitigation recorded,true,2,[]
ALT-009231,2022-09-24T00:00:00Z,Stock low,Medium,Stock low detected for INV-BR-STL,Automated monitoring threshold exceeded; review recommended.,inventory,INV-BR-STL,61.36,112.98,resolved,USR-0064,2022-10-02T12:00:00Z,Supplier contacted and mitigation recorded,true,3,[]
ALT-009232,2015-11-30T09:00:00Z,Stock overstock,Low,Stock overstock detected for INV-VN-STL,Automated monitoring threshold exceeded; review recommended.,inventory,INV-VN-STL,57.25,60.04,resolved,USR-0045,2015-12-11T12:00:00Z,Supplier contacted and mitigation recorded,true,0,[]
ALT-009233,2024-08-16T12:00:00Z,Contract expiring,Medium,Contract expiring detected for SUP-0013,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0013,45.84,36.59,resolved,USR-0004,2024-08-25T12:00:00Z,Supplier contacted and mitigation recorded,true,0,[]
ALT-009234,2021-12-20T02:00:00Z,Supplier delay,High,Supplier delay detected for SUP-0142,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0142,31.63,87.82,open,USR-0048,,,true,3,[]
ALT-009235,2022-08-06T09:00:00Z,Demand surge,High,Demand surge detected for INV-DE-ALM,Automated monitoring threshold exceeded; review recommended.,inventory,INV-DE-ALM,46.98,120.76,resolved,USR-0002,2022-08-25T12:00:00Z,Supplier contacted and mitigation recorded,true,2,[]
ALT-009236,2016-10-03T12:00:00Z,Quality failure,Critical,Quality failure detected for SUP-0119,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0119,20.71,60.11,open,USR-0073,,,true,2,[]
ALT-009237,2021-10-30T20:00:00Z,Stock overstock,Low,Stock overstock detected for INV-TH-TIM,Automated monitoring threshold exceeded; review recommended.,inventory,INV-TH-TIM,61.01,109.5,open,USR-0075,,,true,3,[]
ALT-009238,2024-06-01T17:00:00Z,Price spike,High,Price spike detected for PO-142351,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-142351,29.31,98.07,resolved,USR-0046,2024-06-14T12:00:00Z,Supplier contacted and mitigation recorded,true,1,[]
ALT-009239,2021-10-25T06:00:00Z,Price spike,High,Price spike detected for PO-142741,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-142741,64.76,78.41,resolved,USR-0012,2021-11-04T12:00:00Z,Supplier contacted and mitigation recorded,true,3,[]
ALT-009240,2017-10-13T18:00:00Z,Anomaly detected,High,Anomaly detected detected for PO-102322,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-102322,86.45,70.27,open,USR-0078,,,true,2,[]
ALT-009241,2016-02-09T17:00:00Z,Supplier delay,High,Supplier delay detected for SUP-0123,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0123,58.06,30.19,resolved,USR-0052,2016-02-29T12:00:00Z,Supplier contacted and mitigation recorded,true,0,[]
ALT-009242,2022-06-19T14:00:00Z,Risk score spike,Critical,Risk score spike detected for SUP-0112,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0112,19.48,34.82,resolved,USR-0065,2022-07-13T12:00:00Z,Supplier contacted and mitigation recorded,true,0,[]
ALT-009243,2022-04-13T06:00:00Z,Anomaly detected,High,Anomaly detected detected for PO-119602,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-119602,16.89,129.44,resolved,USR-0050,2022-05-07T12:00:00Z,Supplier contacted and mitigation recorded,true,0,[]
ALT-009244,2017-11-27T09:00:00Z,Contract expiring,Medium,Contract expiring detected for SUP-0151,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0151,92.0,100.51,resolved,USR-0020,2017-12-22T12:00:00Z,Supplier contacted and mitigation recorded,true,0,[]
ALT-009245,2016-11-27T09:00:00Z,Risk score spike,Critical,Risk score spike detected for SUP-0094,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0094,88.05,26.18,resolved,USR-0015,2016-12-08T12:00:00Z,Supplier contacted and mitigation recorded,true,0,[]
ALT-009246,2017-07-15T03:00:00Z,Stock overstock,Low,Stock overstock detected for INV-TH-COP,Automated monitoring threshold exceeded; review recommended.,inventory,INV-TH-COP,25.27,13.93,resolved,USR-0066,2017-07-24T12:00:00Z,Supplier contacted and mitigation recorded,true,0,[]
ALT-009247,2023-06-24T23:00:00Z,Risk score spike,Critical,Risk score spike detected for SUP-0009,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0009,40.45,113.64,open,USR-0040,,,true,3,[]
ALT-009248,2022-01-02T04:00:00Z,Supplier delay,High,Supplier delay detected for SUP-0137,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0137,44.62,62.55,open,USR-0007,,,true,3,[]
ALT-009249,2015-08-01T00:00:00Z,Risk score spike,Critical,Risk score spike detected for SUP-0201,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0201,16.25,69.19,open,USR-0002,,,true,0,[]
ALT-009250,2017-12-29T14:00:00Z,Quality failure,Critical,Quality failure detected for SUP-0160,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0160,46.85,108.77,resolved,USR-0016,2018-01-27T12:00:00Z,Supplier contacted and mitigation recorded,true,3,[]
ALT-009251,2016-02-25T19:00:00Z,Demand surge,High,Demand surge detected for PO-105294,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-105294,84.26,118.48,resolved,USR-0004,2016-03-22T12:00:00Z,Supplier contacted and mitigation recorded,true,3,[]
ALT-009252,2022-09-21T19:00:00Z,Stock low,Medium,Stock low detected for INV-KR-CTN,Automated monitoring threshold exceeded; review recommended.,inventory,INV-KR-CTN,57.21,72.93,open,USR-0069,,,true,2,[]
ALT-009253,2022-03-13T10:00:00Z,Payment overdue,Medium,Payment overdue detected for CUS-0279,Automated monitoring threshold exceeded; review recommended.,customer,CUS-0279,61.56,113.69,open,USR-0068,,,true,3,[]
ALT-009254,2021-09-22T06:00:00Z,Supplier delay,High,Supplier delay detected for SUP-0204,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0204,89.25,18.84,open,USR-0023,,,true,3,[]
ALT-009255,2018-03-12T08:00:00Z,Anomaly detected,High,Anomaly detected detected for PO-149120,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-149120,65.51,98.1,resolved,USR-0023,2018-03-23T12:00:00Z,Supplier contacted and mitigation recorded,true,0,[]
ALT-009256,2016-09-07T13:00:00Z,Stock low,Medium,Stock low detected for INV-IN-SEM,Automated monitoring threshold exceeded; review recommended.,inventory,INV-IN-SEM,52.36,93.47,resolved,USR-0074,2016-09-19T12:00:00Z,Supplier contacted and mitigation recorded,true,1,[]
ALT-009257,2022-06-20T23:00:00Z,Price spike,High,Price spike detected for PO-107754,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-107754,98.48,88.99,open,USR-0008,,,true,0,[]
ALT-009258,2023-10-09T20:00:00Z,Demand surge,High,Demand surge detected for PO-121107,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-121107,44.23,22.53,open,USR-0019,,,true,0,[]
ALT-009259,2015-08-05T16:00:00Z,Contract expiring,Medium,Contract expiring detected for SUP-0001,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0001,77.73,137.13,resolved,USR-0081,2015-08-31T12:00:00Z,Supplier contacted and mitigation recorded,true,0,[]
ALT-009260,2021-12-26T07:00:00Z,Quality failure,Critical,Quality failure detected for SUP-0035,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0035,79.89,123.39,resolved,USR-0004,2022-01-14T12:00:00Z,Supplier contacted and mitigation recorded,true,2,[]
ALT-009261,2023-10-11T01:00:00Z,Demand surge,High,Demand surge detected for PO-101970,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-101970,89.1,18.32,resolved,USR-0036,2023-11-09T12:00:00Z,Supplier contacted and mitigation recorded,true,2,[]
ALT-009262,2017-04-01T21:00:00Z,Stock low,Medium,Stock low detected for INV-TH-PLA,Automated monitoring threshold exceeded; review recommended.,inventory,INV-TH-PLA,55.74,121.27,resolved,USR-0050,2017-04-04T12:00:00Z,Supplier contacted and mitigation recorded,true,3,[]
ALT-009263,2024-12-13T23:00:00Z,Risk score spike,Critical,Risk score spike detected for SUP-0097,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0097,29.28,55.06,open,USR-0036,,,true,0,[]
ALT-009264,2016-07-09T04:00:00Z,Anomaly detected,High,Anomaly detected detected for PO-141071,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-141071,73.77,40.17,resolved,USR-0084,2016-07-12T12:00:00Z,Supplier contacted and mitigation recorded,true,3,[]
ALT-009265,2019-05-29T05:00:00Z,Demand surge,High,Demand surge detected for PO-120548,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-120548,40.22,58.82,resolved,USR-0039,2019-05-30T12:00:00Z,Supplier contacted and mitigation recorded,true,0,[]
ALT-009266,2024-05-13T13:00:00Z,Anomaly detected,High,Anomaly detected detected for PO-129066,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-129066,96.86,66.92,resolved,USR-0037,2024-05-28T12:00:00Z,Supplier contacted and mitigation recorded,true,1,[]
ALT-009267,2019-07-13T17:00:00Z,Anomaly detected,High,Anomaly detected detected for PO-104879,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-104879,64.25,18.14,resolved,USR-0079,2019-08-04T12:00:00Z,Supplier contacted and mitigation recorded,true,2,[]
ALT-009268,2017-08-27T21:00:00Z,Quality failure,Critical,Quality failure detected for SUP-0160,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0160,51.05,69.58,resolved,USR-0037,2017-09-12T12:00:00Z,Supplier contacted and mitigation recorded,true,0,[]
ALT-009269,2020-09-08T04:00:00Z,Contract expiring,Medium,Contract expiring detected for SUP-0180,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0180,45.76,25.54,resolved,USR-0059,2020-10-05T12:00:00Z,Supplier contacted and mitigation recorded,true,0,[]
ALT-009270,2015-10-21T16:00:00Z,Payment overdue,Medium,Payment overdue detected for CUS-0224,Automated monitoring threshold exceeded; review recommended.,customer,CUS-0224,75.73,69.83,resolved,USR-0002,2015-11-15T12:00:00Z,Supplier contacted and mitigation recorded,true,2,[]
ALT-009271,2017-07-09T18:00:00Z,Stock low,Medium,Stock low detected for INV-ZA-REE,Automated monitoring threshold exceeded; review recommended.,inventory,INV-ZA-REE,86.13,68.69,open,USR-0010,,,true,0,[]
ALT-009272,2017-01-06T21:00:00Z,Anomaly detected,High,Anomaly detected detected for PO-145439,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-145439,52.81,119.94,open,USR-0050,,,true,3,[]
ALT-009273,2023-04-24T19:00:00Z,Contract expiring,Medium,Contract expiring detected for SUP-0120,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0120,30.92,16.19,resolved,USR-0065,2023-05-07T12:00:00Z,Supplier contacted and mitigation recorded,true,1,[]
ALT-009274,2016-03-10T09:00:00Z,Stock overstock,Low,Stock overstock detected for INV-PL-COP,Automated monitoring threshold exceeded; review recommended.,inventory,INV-PL-COP,84.29,34.64,open,USR-0017,,,true,2,[]
ALT-009275,2020-01-12T16:00:00Z,Stock low,Medium,Stock low detected for INV-CA-TIM,Automated monitoring threshold exceeded; review recommended.,inventory,INV-CA-TIM,78.1,117.27,resolved,USR-0042,2020-02-08T12:00:00Z,Supplier contacted and mitigation recorded,true,3,[]
ALT-009276,2024-10-04T08:00:00Z,Anomaly detected,High,Anomaly detected detected for PO-133891,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-133891,95.07,83.28,resolved,USR-0034,2024-11-01T12:00:00Z,Supplier contacted and mitigation recorded,true,2,[]
ALT-009277,2019-12-14T17:00:00Z,Quality failure,Critical,Quality failure detected for SUP-0105,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0105,94.03,113.81,resolved,USR-0073,2019-12-23T12:00:00Z,Supplier contacted and mitigation recorded,true,3,[]
ALT-009278,2017-03-10T09:00:00Z,Contract expiring,Medium,Contract expiring detected for SUP-0162,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0162,74.28,111.49,resolved,USR-0012,2017-03-13T12:00:00Z,Supplier contacted and mitigation recorded,true,3,[]
ALT-009279,2016-11-14T17:00:00Z,Anomaly detected,High,Anomaly detected detected for PO-134946,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-134946,85.29,81.7,open,USR-0027,,,true,1,[]
ALT-009280,2023-10-10T03:00:00Z,Stock overstock,Low,Stock overstock detected for INV-VN-TIM,Automated monitoring threshold exceeded; review recommended.,inventory,INV-VN-TIM,91.39,69.55,resolved,USR-0071,2023-11-02T12:00:00Z,Supplier contacted and mitigation recorded,true,0,[]
ALT-009281,2024-03-29T06:00:00Z,Price spike,High,Price spike detected for PO-149263,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-149263,65.83,65.13,resolved,USR-0067,2024-04-27T12:00:00Z,Supplier contacted and mitigation recorded,true,0,[]
ALT-009282,2017-01-30T14:00:00Z,Price spike,High,Price spike detected for PO-116535,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-116535,53.33,48.88,resolved,USR-0069,2017-02-02T12:00:00Z,Supplier contacted and mitigation recorded,true,3,[]
ALT-009283,2020-11-11T03:00:00Z,Stock overstock,Low,Stock overstock detected for INV-AU-REE,Automated monitoring threshold exceeded; review recommended.,inventory,INV-AU-REE,46.67,15.01,resolved,USR-0010,2020-12-09T12:00:00Z,Supplier contacted and mitigation recorded,true,0,[]
ALT-009284,2020-02-25T09:00:00Z,Supplier delay,High,Supplier delay detected for SUP-0016,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0016,27.98,54.35,open,USR-0082,,,true,0,[]
ALT-009285,2023-12-11T12:00:00Z,Supplier delay,High,Supplier delay detected for SUP-0005,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0005,61.2,103.79,resolved,USR-0030,2023-12-31T12:00:00Z,Supplier contacted and mitigation recorded,true,1,[]
ALT-009286,2024-03-14T12:00:00Z,Quality failure,Critical,Quality failure detected for SUP-0029,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0029,37.45,25.71,open,USR-0084,,,true,2,[]
ALT-009287,2017-01-01T07:00:00Z,Anomaly detected,High,Anomaly detected detected for PO-148300,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-148300,74.51,24.67,resolved,USR-0042,2017-01-31T12:00:00Z,Supplier contacted and mitigation recorded,true,2,[]
ALT-009288,2015-07-31T04:00:00Z,Supplier delay,High,Supplier delay detected for SUP-0144,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0144,48.69,103.79,resolved,USR-0070,2015-08-30T12:00:00Z,Supplier contacted and mitigation recorded,true,2,[]
ALT-009289,2021-10-20T00:00:00Z,Stock overstock,Low,Stock overstock detected for INV-ZA-CEM,Automated monitoring threshold exceeded; review recommended.,inventory,INV-ZA-CEM,56.66,18.09,resolved,USR-0010,2021-11-10T12:00:00Z,Supplier contacted and mitigation recorded,true,0,[]
ALT-009290,2017-08-12T15:00:00Z,Payment overdue,Medium,Payment overdue detected for CUS-0277,Automated monitoring threshold exceeded; review recommended.,customer,CUS-0277,37.65,50.83,resolved,USR-0001,2017-08-22T12:00:00Z,Supplier contacted and mitigation recorded,true,0,[]
ALT-009291,2019-11-09T02:00:00Z,Anomaly detected,High,Anomaly detected detected for PO-138823,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-138823,78.09,108.26,open,USR-0020,,,true,3,[]
ALT-009292,2019-09-03T17:00:00Z,Risk score spike,Critical,Risk score spike detected for SUP-0148,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0148,92.72,77.76,resolved,USR-0046,2019-09-07T12:00:00Z,Supplier contacted and mitigation recorded,true,0,[]
ALT-009293,2023-06-30T14:00:00Z,Price spike,High,Price spike detected for PO-114387,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-114387,20.85,87.83,open,USR-0012,,,true,0,[]
ALT-009294,2017-08-14T16:00:00Z,Quality failure,Critical,Quality failure detected for SUP-0042,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0042,37.01,102.21,resolved,USR-0048,2017-09-04T12:00:00Z,Supplier contacted and mitigation recorded,true,2,[]
ALT-009295,2018-08-23T22:00:00Z,Risk score spike,Critical,Risk score spike detected for SUP-0169,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0169,81.09,125.65,open,USR-0085,,,true,3,[]
ALT-009296,2023-04-20T07:00:00Z,Supplier delay,High,Supplier delay detected for SUP-0020,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0020,38.78,58.71,open,USR-0035,,,true,3,[]
ALT-009297,2016-05-20T17:00:00Z,Quality failure,Critical,Quality failure detected for SUP-0003,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0003,16.92,27.66,open,USR-0049,,,true,3,[]
ALT-009298,2023-11-22T09:00:00Z,Quality failure,Critical,Quality failure detected for SUP-0059,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0059,42.69,110.96,open,USR-0084,,,true,0,[]
ALT-009299,2015-09-24T06:00:00Z,Contract expiring,Medium,Contract expiring detected for SUP-0013,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0013,80.97,139.48,resolved,USR-0022,2015-10-17T12:00:00Z,Supplier contacted and mitigation recorded,true,2,[]
ALT-009300,2018-06-14T01:00:00Z,Contract expiring,Medium,Contract expiring detected for SUP-0088,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0088,20.03,85.65,resolved,USR-0027,2018-06-24T12:00:00Z,Supplier contacted and mitigation recorded,true,0,[]
ALT-009301,2024-10-03T14:00:00Z,Stock overstock,Low,Stock overstock detected for INV-TR-STL,Automated monitoring threshold exceeded; review recommended.,inventory,INV-TR-STL,87.4,46.09,open,USR-0017,,,true,3,[]
ALT-009302,2022-08-05T20:00:00Z,Risk score spike,Critical,Risk score spike detected for SUP-0089,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0089,91.07,93.67,resolved,USR-0085,2022-08-28T12:00:00Z,Supplier contacted and mitigation recorded,true,1,[]
ALT-009303,2022-05-10T06:00:00Z,Stock overstock,Low,Stock overstock detected for INV-DE-CEM,Automated monitoring threshold exceeded; review recommended.,inventory,INV-DE-CEM,66.19,19.13,open,USR-0018,,,true,0,[]
ALT-009304,2024-07-27T18:00:00Z,Demand surge,High,Demand surge detected for PO-136374,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-136374,49.04,58.15,open,USR-0061,,,true,3,[]
ALT-009305,2023-01-11T01:00:00Z,Payment overdue,Medium,Payment overdue detected for CUS-0137,Automated monitoring threshold exceeded; review recommended.,customer,CUS-0137,58.29,112.63,resolved,USR-0034,2023-02-09T12:00:00Z,Supplier contacted and mitigation recorded,true,3,[]
ALT-009306,2020-08-31T10:00:00Z,Stock low,Medium,Stock low detected for INV-CN-SEM,Automated monitoring threshold exceeded; review recommended.,inventory,INV-CN-SEM,50.72,84.07,resolved,USR-0038,2020-09-14T12:00:00Z,Supplier contacted and mitigation recorded,true,3,[]
ALT-009307,2021-10-24T07:00:00Z,Contract expiring,Medium,Contract expiring detected for SUP-0015,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0015,18.14,28.72,open,USR-0076,,,true,0,[]
ALT-009308,2022-08-08T15:00:00Z,Stock overstock,Low,Stock overstock detected for INV-MX-CEM,Automated monitoring threshold exceeded; review recommended.,inventory,INV-MX-CEM,54.25,112.55,resolved,USR-0046,2022-08-18T12:00:00Z,Supplier contacted and mitigation recorded,true,1,[]
ALT-009309,2015-06-03T05:00:00Z,Risk score spike,Critical,Risk score spike detected for SUP-0129,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0129,28.5,112.26,resolved,USR-0013,2015-06-04T12:00:00Z,Supplier contacted and mitigation recorded,true,2,[]
ALT-009310,2021-03-30T20:00:00Z,Price spike,High,Price spike detected for PO-133967,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-133967,79.59,43.08,resolved,USR-0070,2021-04-03T12:00:00Z,Supplier contacted and mitigation recorded,true,3,[]
ALT-009311,2020-12-18T11:00:00Z,Payment overdue,Medium,Payment overdue detected for CUS-0300,Automated monitoring threshold exceeded; review recommended.,customer,CUS-0300,29.65,54.25,open,USR-0074,,,true,1,[]
ALT-009312,2015-01-13T22:00:00Z,Risk score spike,Critical,Risk score spike detected for SUP-0202,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0202,61.04,48.47,resolved,USR-0005,2015-01-26T12:00:00Z,Supplier contacted and mitigation recorded,true,2,[]
ALT-009313,2019-12-14T18:00:00Z,Demand surge,High,Demand surge detected for PO-101822,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-101822,23.15,15.19,resolved,USR-0083,2019-12-25T12:00:00Z,Supplier contacted and mitigation recorded,true,2,[]
ALT-009314,2020-07-20T07:00:00Z,Quality failure,Critical,Quality failure detected for SUP-0121,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0121,15.81,72.68,resolved,USR-0078,2020-07-21T12:00:00Z,Supplier contacted and mitigation recorded,true,1,[]
ALT-009315,2016-08-05T08:00:00Z,Contract expiring,Medium,Contract expiring detected for SUP-0033,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0033,52.07,14.99,resolved,USR-0015,2016-08-16T12:00:00Z,Supplier contacted and mitigation recorded,true,0,[]
ALT-009316,2020-04-21T15:00:00Z,Supplier delay,High,Supplier delay detected for SUP-0089,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0089,40.54,62.4,resolved,USR-0045,2020-05-13T12:00:00Z,Supplier contacted and mitigation recorded,true,2,[]
ALT-009317,2017-10-17T21:00:00Z,Payment overdue,Medium,Payment overdue detected for CUS-0087,Automated monitoring threshold exceeded; review recommended.,customer,CUS-0087,51.41,139.69,resolved,USR-0008,2017-11-04T12:00:00Z,Supplier contacted and mitigation recorded,true,1,[]
ALT-009318,2021-03-13T06:00:00Z,Supplier delay,High,Supplier delay detected for SUP-0141,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0141,42.8,23.6,open,USR-0076,,,true,0,[]
ALT-009319,2019-01-21T02:00:00Z,Payment overdue,Medium,Payment overdue detected for CUS-0145,Automated monitoring threshold exceeded; review recommended.,customer,CUS-0145,77.94,57.15,open,USR-0058,,,true,0,[]
